galaxy,radius_kpc,delta_v2,delta_sign,vobs,vbar,W,r_norm,radial_bin
NGC3198,2.57,-354.28059999999914,negative,86.9,88.91507521224958,-0.04481223152771671,0.058303085299455534,core
NGC3198,2.89,1606.274699999998,positive,97.6,88.99149004258778,0.20282564322709173,0.06556261343012705,core
NGC3198,3.21,1198.3842999999997,positive,100.0,93.81692651115787,0.13615503571690823,0.07282214156079855,core
NGC3198,3.54,1203.3595000000005,positive,107.0,101.22075133094005,0.11745088069408646,0.08030852994555354,core
NGC3198,3.85,990.1094999999988,positive,113.0,108.53059706829222,0.08405795944872725,0.08734119782214157,core
NGC3198,4.17,344.1294999999991,positive,117.0,115.52000043282548,0.025787398985999837,0.09460072595281308,core
NGC3198,4.5,-371.08500000000095,negative,119.0,120.54909788131972,-0.025535564924097323,0.10208711433756806,core
NGC3198,4.82,377.3866999999991,positive,127.0,125.50543135657516,0.023958606195595162,0.10934664246823958,core
NGC3198,5.15,643.3996000000006,positive,132.0,129.5399567701024,0.038341870056091715,0.11683303085299457,core
NGC3198,5.46,175.8119000000006,positive,134.0,133.342371735319,0.009888078743103995,0.12386569872958259,core
NGC3198,5.78,81.34140000000116,positive,137.0,136.70281123663844,0.004352680115849352,0.1311252268602541,core
NGC3198,6.1,75.36030000000028,positive,140.0,139.73059686410846,0.0038597536834444265,0.1383847549909256,core
NGC3198,6.43,-69.99459999999817,negative,142.0,142.2462463476629,-0.0034592576198472533,0.14587114337568058,core
NGC3198,6.74,342.4847000000045,positive,144.0,142.80586577588468,0.01679380405790093,0.15290381125226862,core
NGC3198,7.06,1286.2795000000006,positive,146.0,141.5263950646663,0.06421854463720551,0.1601633393829401,core
NGC3198,8.04,2931.3054999999986,positive,147.0,136.66636199153032,0.1569415058159345,0.18239564428312158,core
NGC3198,9.04,4396.7750000000015,positive,148.0,132.3148706684173,0.25114060052349824,0.20508166969147004,inner_disk
NGC3198,10.04,6133.647600000004,positive,152.0,130.27030513513046,0.361433130875939,0.2277676950998185,inner_disk
NGC3198,11.04,7246.384700000002,positive,155.0,129.53229442884117,0.43188216491261966,0.25045372050816694,inner_disk
NGC3198,12.05,7809.387500000001,positive,156.0,128.5558730669276,0.47253407194003,0.27336660617059894,inner_disk
NGC3198,14.05,9507.7952,positive,157.0,123.04960300626736,0.6279417870366564,0.31873865698729587,inner_disk
NGC3198,16.07,10370.2867,positive,153.0,114.18718535807773,0.7953458643806517,0.36456442831215974,inner_disk
NGC3198,18.13,11761.9724,positive,153.0,107.92139546910984,1.0098690244367583,0.4112976406533575,mid_disk
NGC3198,20.05,12836.611099999998,positive,154.0,104.30430911520388,1.1799018509210562,0.4548548094373866,mid_disk
NGC3198,22.12,13351.32,positive,153.0,100.2879853222708,1.3274751234877222,0.5018148820326679,mid_disk
NGC3198,24.03,13181.0462,positive,150.0,96.53472846597748,1.4144341181302988,0.5451451905626135,mid_disk
NGC3198,26.1,13456.107,positive,149.0,93.51413262175936,1.5387388959476123,0.5921052631578948,mid_disk
NGC3198,28.16,13591.4483,positive,148.0,91.1731961708045,1.6350512803427135,0.6388384754990926,outer_disk
NGC3198,30.08,13478.171,positive,146.0,88.53151416303687,1.7196306528249088,0.6823956442831216,outer_disk
NGC3198,32.14,14254.9135,positive,147.0,85.75597063761799,1.9383663083103526,0.7291288566243195,outer_disk
NGC3198,34.06,14867.8358,positive,148.0,83.88184666541385,2.1130598117650523,0.7726860254083485,outer_disk
NGC3198,36.12,15088.4856,positive,148.0,82.55612878520891,2.2138439909979506,0.8194192377495463,edge
NGC3198,38.19,15581.2094,positive,149.0,81.3620955973972,2.3537314609317095,0.8663793103448275,edge
NGC3198,40.1,16041.424,positive,150.0,80.36526612909336,2.4837400690183102,0.9097096188747732,edge
NGC3198,42.17,16124.2451,positive,150.0,79.84832434058964,2.528993876474141,0.9566696914700545,edge
NGC3198,44.08,16114.0775,positive,149.0,78.01873172514406,2.6473275288127947,1.0,edge
NGC3521,0.51,-17847.8232,negative,143.0,195.6957413946456,-0.46603926144975893,0.028748590755355134,core
NGC3521,0.69,-19947.09120000001,negative,160.0,213.4176450062178,-0.43794434890279027,0.03889515219842165,core
NGC3521,0.86,-20626.1169,negative,178.0,228.71405050848972,-0.3943045460867629,0.048478015783540024,core
NGC3521,1.03,-23424.7482,negative,188.0,242.42266436948503,-0.3985919203227134,0.058060879368658405,core
NGC3521,1.2,-25122.671700000006,negative,187.0,245.1360269319873,-0.4180724381478641,0.06764374295377677,core
NGC3521,1.38,-23602.40890000001,negative,195.0,248.24868358160532,-0.38298557932718813,0.0777903043968433,core
NGC3521,1.55,-23868.8389,negative,199.0,251.93221092190652,-0.37606584975907353,0.08737316798196168,core
NGC3521,1.71,-25631.175400000026,negative,203.0,258.53466962865934,-0.3834696011285454,0.09639233370913192,core
NGC3521,1.89,-26789.928900000014,negative,206.0,263.1082075876768,-0.38699269660504326,0.10653889515219843,core
NGC3521,2.06,-28613.065,negative,211.0,270.433106331307,-0.3912412772351708,0.11612175873731681,core
NGC3521,2.23,-27818.01250000001,negative,219.0,275.2798803036648,-0.3670938902773377,0.12570462232243518,core
NGC3521,2.41,-30081.6685,negative,216.0,277.0156466700031,-0.3920065476057564,0.1358511837655017,core
NGC3521,2.58,-29694.0625,negative,214.0,274.7545495528691,-0.3933506148574191,0.14543404735062007,core
NGC3521,2.75,-29864.4292,negative,213.0,274.2871291183748,-0.3969569048967395,0.15501691093573847,core
NGC3521,2.92,-30966.5285,negative,210.0,273.9827156957168,-0.4125211211811934,0.16459977452085683,core
NGC3521,3.09,-30082.11540000001,negative,214.0,275.4598253829404,-0.3964531174953247,0.1741826381059752,core
NGC3521,3.26,-31084.7218,negative,213.0,276.5026614700119,-0.4065821920522906,0.18376550169109357,core
NGC3521,3.43,-32645.815199999983,negative,212.0,278.5494842931862,-0.420748717030067,0.19334836527621196,core
NGC3521,3.61,-31605.020900000003,negative,215.0,278.9803234997049,-0.4060775075546716,0.2034949267192785,inner_disk
NGC3521,3.78,-31860.893800000005,negative,217.0,280.9802373833434,-0.4035584123863634,0.21307779030439686,inner_disk
NGC3521,3.95,-31538.1577,negative,219.0,281.9559499283532,-0.39671058929974035,0.22266065388951525,inner_disk
NGC3521,4.12,-31715.32679999998,negative,220.0,283.04650995905246,-0.39587090344365905,0.23224351747463362,inner_disk
NGC3521,4.29,-31952.2674,negative,218.0,281.91535502700094,-0.40203533010912396,0.241826381059752,inner_disk
NGC3521,4.46,-30199.50330000001,negative,220.0,280.3560295410106,-0.3842200272530221,0.25140924464487036,inner_disk
NGC3521,4.64,-28225.4877,negative,220.0,276.81309163404825,-0.36835638567818213,0.2615558060879369,inner_disk
NGC3521,4.81,-27898.529299999995,negative,216.0,273.04675295633893,-0.3742030103595598,0.2711386696730552,inner_disk
NGC3521,4.98,-23893.696899999995,negative,220.0,268.87487219894683,-0.33050871548388056,0.28072153325817367,inner_disk
NGC3521,5.15,-22860.1517,negative,218.0,265.3001162834272,-0.3247911802281479,0.29030439684329207,inner_disk
NGC3521,5.32,-23079.278600000005,negative,213.0,261.62621925181736,-0.33717836404435164,0.2998872604284104,inner_disk
NGC3521,5.49,-20465.05570000001,negative,215.0,258.24417844358084,-0.306868175250302,0.3094701240135288,inner_disk
NGC3521,5.67,-18312.00080000001,negative,216.0,254.88821235985003,-0.28186184851789386,0.3196166854565953,inner_disk
NGC3521,5.84,-20235.8781,negative,208.0,251.99182149426997,-0.3186758574265672,0.32919954904171367,inner_disk
NGC3521,6.01,-17163.581800000007,negative,212.0,249.21392778093283,-0.27635244043586327,0.33878241262683206,inner_disk
NGC3521,6.19,-15465.597199999997,negative,213.0,246.6467052283488,-0.25422371334448485,0.3489289740698986,inner_disk
NGC3521,6.35,-13060.189000000006,negative,216.0,244.3689607949422,-0.21870432823501185,0.3579481397970688,inner_disk
NGC3521,6.64,-13493.369299999998,negative,210.0,239.9861856440908,-0.23428685392087306,0.3742953776775648,inner_disk
NGC3521,8.82,-1076.0234000000055,negative,210.0,212.5465205549129,-0.02381846207384436,0.49718151071025934,mid_disk
NGC3521,11.07,6850.163899999992,positive,210.0,193.00216605002132,0.18389782660010126,0.6240135287485908,outer_disk
NGC3521,13.32,10733.717099999998,positive,206.0,178.05134905414224,0.33857868008615866,0.7508455467869223,outer_disk
NGC3521,15.49,14996.071799999998,positive,206.0,165.6500172049493,0.5465055043402044,0.8731679819616687,edge
NGC3521,17.74,18931.762700000003,positive,206.0,153.31091709333683,0.8054616900927904,1.0,edge
NGC3726,3.5,-8703.532899999998,negative,102.0,138.23,-0.4555027038577021,0.1076260762607626,core
NGC3726,5.24,-11267.720100000002,negative,125.0,163.99,-0.4189877430807009,0.16113161131611314,core
NGC3726,6.98,-10717.940099999996,negative,145.0,178.16548515355043,-0.3376479956247026,0.2146371463714637,inner_disk
NGC3726,8.72,-7057.9908,negative,164.0,184.26608695036643,-0.20786925582838997,0.26814268142681424,inner_disk
NGC3726,10.47,-4890.442000000003,negative,162.0,176.4495451963535,-0.1570749846745287,0.32195571955719554,inner_disk
NGC3726,12.19,-3482.832199999997,negative,160.0,170.53689395553093,-0.11975560619574036,0.3748462484624846,inner_disk
NGC3726,13.94,-3233.150600000001,negative,156.0,166.03960551627435,-0.11727421881470662,0.4286592865928659,mid_disk
NGC3726,16.03,-3413.756999999998,negative,146.0,157.25697758764156,-0.13804248056299132,0.4929274292742927,mid_disk
NGC3726,22.3,7215.527000000002,positive,158.0,133.22339509260377,0.40654353757644396,0.6857318573185731,outer_disk
NGC3726,27.52,14413.0211,positive,168.0,117.52012125589388,1.0435915661271482,0.8462484624846247,edge
NGC3726,30.08,16111.448000000002,positive,169.0,111.57756046804391,1.2941387770419375,0.9249692496924968,edge
NGC3726,32.52,16460.999,positive,167.0,106.9018287963307,1.440409306929532,1.0,edge
NGC3741,0.23,31.047499999999985,positive,13.1,11.855905701379376,0.22088039128501546,0.032857142857142856,core
NGC3741,0.47,84.07310000000001,positive,17.3,14.670272662769428,0.39064357864089677,0.06714285714285714,core
NGC3741,0.7,342.41550000000007,positive,23.6,14.647337642042666,1.596011550051388,0.09999999999999999,core
NGC3741,0.93,483.2751,positive,26.2,14.253592529604598,2.3787332359083684,0.13285714285714287,core
NGC3741,1.17,564.1594999999999,positive,27.4,13.660179354605852,3.0233547069809568,0.16714285714285712,core
NGC3741,1.4,550.9859999999999,positive,26.9,13.13864528785217,3.1918273241264243,0.19999999999999998,core
NGC3741,1.64,586.5349999999999,positive,27.4,12.815030237966669,3.5715329578322406,0.23428571428571426,inner_disk
NGC3741,1.87,804.3894,positive,31.0,12.514415687518136,5.136238543240367,0.2671428571428572,inner_disk
NGC3741,2.1,905.2946,positive,32.5,12.28639084515872,5.997099805637955,0.3,inner_disk
NGC3741,2.33,934.7075,positive,33.0,12.42145321610962,6.058022911029374,0.33285714285714285,inner_disk
NGC3741,2.57,1170.9411,positive,36.5,12.700744072691176,7.258998728526446,0.3671428571428571,inner_disk
NGC3741,2.8,1342.1472,positive,38.9,13.079097828214298,7.845932604867922,0.39999999999999997,inner_disk
NGC3741,3.26,1540.9179,positive,41.5,13.46596079008104,8.49776680466393,0.4657142857142857,mid_disk
NGC3741,3.73,1636.7919000000002,positive,42.7,13.656430719628023,8.776453486657507,0.5328571428571428,mid_disk
NGC3741,4.21,1796.7008,positive,44.7,14.191166266378533,8.921535017766592,0.6014285714285714,outer_disk
NGC3741,4.67,1971.3794000000005,positive,46.7,14.474480992422492,9.409449450290346,0.6671428571428571,outer_disk
NGC3741,5.14,2136.7248,positive,48.5,14.680776546218526,9.914036966442906,0.7342857142857142,outer_disk
NGC3741,5.61,2286.4635,positive,50.0,14.612888147111782,10.707600339988712,0.8014285714285715,edge
NGC3741,6.07,2310.8999000000003,positive,50.2,14.46167694287215,11.049530434383461,0.8671428571428572,edge
NGC3741,6.54,2308.0034,positive,50.1,14.21290258884511,11.425386101246197,0.9342857142857143,edge
NGC3741,7.0,2467.4648,positive,51.6,13.96764833463386,12.647491071025835,1.0,edge
NGC3769,1.74,-8418.185400000002,negative,87.5,126.78499674646052,-0.5237002227773424,0.04682454251883746,core
NGC3769,3.5,-7802.408099999997,negative,106.0,137.9797380052593,-0.40982460608142957,0.09418729817007536,core
NGC3769,5.24,-2713.3362,negative,116.0,127.15870477478134,-0.16780751951957065,0.14101184068891282,core
NGC3769,6.98,2333.0558,positive,125.0,115.2906943339314,0.1755240441048496,0.18783638320775028,core
NGC3769,8.72,4784.053999999998,positive,126.0,105.31830800008136,0.43130880730937543,0.23466092572658775,inner_disk
NGC3769,10.47,5709.008600000001,positive,123.0,97.0566401643906,0.6060524216614467,0.28175457481162547,inner_disk
NGC3769,12.31,5807.6504,positive,118.0,90.09078532236246,0.715549561837504,0.3312701829924651,inner_disk
NGC3769,14.52,6254.701999999999,positive,115.0,83.48831055902377,0.8973363836094237,0.3907427341227126,inner_disk
NGC3769,17.07,8736.5536,positive,122.0,78.40565285743114,1.4211679177877827,0.45936490850376754,mid_disk
NGC3769,31.82,10938.8775,positive,121.0,60.845069644137965,2.9547583852236126,0.8562970936490851,edge
NGC3769,34.61,10511.9283,positive,118.0,58.41294120312724,3.0808052187180004,0.9313778256189452,edge
NGC3769,37.16,9586.7726,positive,113.0,56.41123469664531,3.012598219724964,1.0,edge
NGC3877,0.87,-8948.6569,negative,37.8,101.87,-0.862313618229074,0.07665198237885462,core
NGC3877,1.74,-6804.390400000001,negative,80.1,114.98,-0.5146886776591124,0.15330396475770924,core
NGC3877,2.61,-243.0,negative,121.0,122.0,-0.016326256382692826,0.22995594713656387,inner_disk
NGC3877,3.5,2469.0968,positive,142.0,133.02219062998475,0.13953717474984548,0.30837004405286345,inner_disk
NGC3877,4.37,2481.762800000004,positive,153.0,144.6624941026526,0.11859008316683121,0.38502202643171807,inner_disk
NGC3877,5.24,-301.2792999999984,negative,160.0,160.93874393694017,-0.011631830864817493,0.46167400881057274,mid_disk
NGC3877,6.11,-7139.044999999998,negative,162.0,182.71027612041968,-0.2138524211916558,0.5383259911894274,mid_disk
NGC3877,6.98,-10210.856999999996,negative,167.0,195.19184665349115,-0.2680025019516476,0.614977973568282,outer_disk
NGC3877,7.85,-11294.158499999998,negative,169.0,199.63756785735492,-0.2833800924414841,0.6916299559471365,outer_disk
NGC3877,8.72,-11900.672500000008,negative,171.0,202.8341009297993,-0.28926078539952416,0.7682819383259912,outer_disk
NGC3877,9.6,-12319.826899999993,negative,171.0,203.86472696373932,-0.29642882057286496,0.8458149779735683,edge
NGC3877,10.47,-10061.380900000004,negative,170.0,197.38637465640835,-0.25823984334189765,0.922466960352423,edge
NGC3877,11.35,-8360.940900000001,negative,169.0,192.15082851759968,-0.22644911660101819,1.0,edge
NGC3893,1.74,-20163.7177,negative,145.0,202.95003744764372,-0.4895446817952288,0.09133858267716535,core
NGC3893,3.5,-14325.431399999994,negative,174.0,211.1905097299592,-0.32118770519997253,0.1837270341207349,core
NGC3893,5.24,-7855.630499999992,negative,194.0,213.28767076415832,-0.17268298396119242,0.27506561679790026,inner_disk
NGC3893,6.98,-1037.4073999999891,negative,190.0,192.71068314963756,-0.027934297858390324,0.36640419947506564,inner_disk
NGC3893,8.81,2512.2414999999964,positive,186.0,179.1193973303841,0.07830259350692956,0.4624671916010499,mid_disk
NGC3893,10.9,7351.3495,positive,188.0,167.31004303388366,0.2626171287352728,0.5721784776902887,mid_disk
NGC3893,13.12,11155.805499999997,positive,187.0,154.31524390027062,0.4684716072007892,0.6887139107611547,outer_disk
NGC3893,15.33,11968.3263,positive,179.0,141.6780635807816,0.596249731295139,0.8047244094488188,edge
NGC3893,17.3,13139.519,positive,176.0,133.5532889898261,0.7366654330526294,0.9081364829396326,edge
NGC3893,19.05,11675.3699,positive,167.0,127.33275344545096,0.7200959827003822,1.0,edge
NGC3917,0.87,-679.7196000000001,negative,24.3,35.64,-0.5351239669421488,0.058546433378196504,core
NGC3917,1.74,200.10840000000053,positive,49.6,47.54,0.08854151825560114,0.11709286675639301,core
NGC3917,2.61,1760.3390999999992,positive,73.6,60.47,0.48141143097442757,0.1756393001345895,core
NGC3917,3.5,4711.8972,positive,101.0,74.08847953629498,0.8584093560791027,0.23553162853297444,inner_disk
NGC3917,4.37,4040.4095,positive,107.0,86.0731694548307,0.5453681776580849,0.294078061911171,inner_disk
NGC3917,5.24,3760.8070000000007,positive,115.0,97.28408400144392,0.3973721795402949,0.35262449528936746,inner_disk
NGC3917,6.11,4093.812,positive,123.0,105.04850308309966,0.37097800236842365,0.41117092866756394,mid_disk
NGC3917,6.98,5008.1276,positive,130.0,109.04986198982556,0.4211386930118759,0.4697173620457605,mid_disk
NGC3917,7.85,5558.486000000001,positive,134.0,111.3441242275496,0.44835488792349837,0.528263795423957,mid_disk
NGC3917,8.72,6223.762699999999,positive,136.0,110.78013043863056,0.5071416521582416,0.5868102288021535,mid_disk
NGC3917,9.6,6409.820599999999,positive,137.0,111.17184625614529,0.5186283322337725,0.6460296096904441,outer_disk
NGC3917,10.47,6377.376600000001,positive,136.0,110.08461927081366,0.526245959586466,0.7045760430686407,outer_disk
NGC3917,11.35,7052.591,positive,137.0,108.24236231716306,0.6019413456802335,0.7637954239569313,outer_disk
NGC3917,12.19,7572.226699999999,positive,137.0,105.81480661986772,0.6762865065777475,0.8203230148048453,edge
NGC3917,13.12,8425.6412,positive,137.0,101.70230479197608,0.8145943076053787,0.882907133243607,edge
NGC3917,13.94,9362.918299999998,positive,138.0,98.3924880262716,0.9671355526314791,0.9380888290713324,edge
NGC3917,14.86,9947.3715,positive,137.0,93.92352474220716,1.1276116989057063,1.0,edge
NGC3949,1.74,-10619.5768,negative,123.0,160.46363077034,-0.41243354467653526,0.2461103253182461,inner_disk
NGC3949,2.61,-13387.410000000003,negative,145.0,185.5058220110625,-0.38902855103725675,0.36916548797736914,inner_disk
NGC3949,3.5,-17362.40049999999,negative,152.0,201.16262202506704,-0.4290572001826551,0.49504950495049505,mid_disk
NGC3949,4.37,-11860.243600000009,negative,157.0,191.07392182084925,-0.3248559112848891,0.6181046676096181,outer_disk
NGC3949,5.24,-7428.5746,negative,161.0,182.61865895904504,-0.22274870636580774,0.7411598302687412,outer_disk
NGC3949,6.11,-2192.906899999998,negative,165.0,171.51649162689867,-0.07454326738657256,0.8642149929278642,edge
NGC3949,7.07,2294.6398999999983,positive,169.0,162.0689979607451,0.08736040666708131,1.0,edge
NGC3953,3.5,-8903.9744,negative,181.0,204.12,-0.21370406506238004,0.22321428571428573,inner_disk
NGC3953,5.24,-6721.344900000004,negative,203.0,218.93,-0.14023151542145493,0.33418367346938777,inner_disk
NGC3953,6.98,-5835.392100000005,negative,216.0,229.11,-0.11116855291022096,0.44515306122448983,mid_disk
NGC3953,8.72,-10025.801999999996,negative,223.0,244.44795356067107,-0.16778236500557725,0.5561224489795918,mid_disk
NGC3953,10.47,-11428.324,negative,224.0,248.20218371319783,-0.18551171830081278,0.6677295918367347,outer_disk
NGC3953,12.19,-10076.32,negative,223.0,244.5512625197425,-0.1684853454508729,0.7774234693877551,outer_disk
NGC3953,13.94,-5648.130000000005,negative,224.0,236.2713059175828,-0.10117721494271392,0.889030612244898,edge
NGC3953,15.68,-3037.187599999997,negative,215.0,221.95086753603823,-0.061653526730509986,1.0,edge
NGC3972,0.87,-754.1160999999995,negative,39.6,48.19,-0.3247314563500867,0.09977064220183486,core
NGC3972,1.74,1549.619,positive,73.0,61.47667037177599,0.410019259767671,0.19954128440366972,core
NGC3972,2.61,2428.831,positive,89.4,74.58906756355117,0.436563016028136,0.29931192660550454,inner_disk
NGC3972,3.5,3240.2855,positive,102.0,84.6387293146583,0.45231918441194163,0.4013761467889908,mid_disk
NGC3972,4.37,4045.3975999999984,positive,110.0,89.74743673219866,0.502246715492747,0.5011467889908257,mid_disk
NGC3972,5.24,3150.336299999999,positive,116.0,101.51681486335158,0.30568980239477433,0.6009174311926605,outer_disk
NGC3972,6.11,3190.424000000001,positive,123.0,109.26379089158492,0.2672365615463689,0.7006880733944953,outer_disk
NGC3972,6.98,5570.084400000002,positive,130.0,106.4420762668598,0.49162629243239925,0.8004587155963303,edge
NGC3972,7.85,7591.230000000001,positive,134.0,101.80751445743088,0.7324069902178246,0.900229357798165,edge
NGC3972,8.72,8512.187,positive,134.0,97.17928277158666,0.9013506514794396,1.0,edge
NGC3992,9.19,13932.027899999994,positive,248.0,218.11,0.2928621052478922,0.19969578444154712,core
NGC3992,13.79,8821.5455,positive,264.0,246.7274903613296,0.14491375031541354,0.2996523250760538,inner_disk
NGC3992,18.35,13858.210200000009,positive,272.0,245.20560719526785,0.2304869548674105,0.39873967840069535,inner_disk
NGC3992,22.94,17519.689400000003,positive,271.0,236.47687117348283,0.31329182402960354,0.49847892220773576,mid_disk
NGC3992,27.52,24131.3614,positive,264.0,213.45875151888245,0.5296072160660131,0.5980008691873098,mid_disk
NGC3992,32.11,21067.001900000003,positive,242.0,193.64141628277767,0.5618316923348594,0.6977401129943502,outer_disk
NGC3992,36.7,27335.8099,positive,244.0,179.44411414142286,0.8489331837826636,0.7974793568013907,outer_disk
NGC3992,41.44,30066.43280000001,positive,241.0,167.3755274823652,1.0732428091910706,0.9004780530204258,edge
NGC3992,46.02,31301.519000000004,positive,237.0,157.69426432181987,1.2587330015452716,1.0,edge
NGC4010,0.87,471.9274999999998,positive,39.3,32.75,0.4399999999999998,0.0830945558739255,core
NGC4010,1.74,-1109.4489999999992,negative,54.6,63.957868945111045,-0.2712185398311105,0.166189111747851,core
NGC4010,2.61,-2797.174000000001,negative,65.5,84.18683982666175,-0.3946672302941097,0.24928366762177648,inner_disk
NGC4010,3.5,-2001.0357999999976,negative,83.9,95.08020719371618,-0.22134749920184674,0.3342884431709646,inner_disk
NGC4010,4.37,-1012.3908999999984,negative,94.3,99.52326813363796,-0.10221131482762189,0.4173829990448901,mid_disk
NGC4010,5.24,686.8042999999998,positive,104.0,100.64390542899255,0.06780442597234053,0.5004775549188156,mid_disk
NGC4010,6.11,2840.2155,positive,115.0,101.9057628399886,0.27349777937134845,0.5835721107927412,mid_disk
NGC4010,6.98,5436.198200000001,positive,127.0,103.40600466123811,0.5083979205524974,0.6666666666666666,outer_disk
NGC4010,7.85,5682.905499999999,positive,129.0,104.68091755425152,0.5186034396764873,0.7497612225405921,outer_disk
NGC4010,8.72,5453.336599999999,positive,127.0,103.32310196659796,0.5108194587701219,0.8328557784145176,edge
NGC4010,9.6,5389.7943,positive,124.0,99.93100469824168,0.5397239413964805,0.9169054441260744,edge
NGC4010,10.47,5606.6387,positive,122.0,96.31905989989728,0.6043354913858966,1.0,edge
NGC4013,5.49,-7389.221000000005,negative,198.0,215.85462932260685,-0.15859004467624171,0.17703966462431472,core
NGC4013,6.17,-11591.869600000004,negative,195.0,222.7484446634813,-0.2336275886296544,0.19896807481457593,core
NGC4013,6.92,-13502.382200000007,negative,194.0,226.13797160140976,-0.26403616264575547,0.22315382134795225,inner_disk
NGC4013,7.69,-13568.551,negative,195.0,227.1421383187188,-0.2629892832924023,0.24798452112221864,inner_disk
NGC4013,8.36,-12915.223699999997,negative,195.0,225.6994100568276,-0.25353684695342227,0.2695904546920348,inner_disk
NGC4013,9.12,-11165.275499999996,negative,195.0,221.78880832900472,-0.2269813573213266,0.29409867784585614,inner_disk
NGC4013,9.88,-8924.871199999994,negative,192.0,213.98334327699436,-0.19491354484405793,0.31860690099967753,inner_disk
NGC4013,10.56,-6199.323400000001,negative,188.0,203.82179324105653,-0.14922550466918114,0.34053531118993874,inner_disk
NGC4013,11.31,-2990.468399999998,negative,186.0,193.8722992074938,-0.0795623671842497,0.36472105772331503,inner_disk
NGC4013,12.08,338.52590000000055,positive,186.0,185.08774702826764,0.00988181145556206,0.3895517574975814,inner_disk
NGC4013,12.77,2778.7810000000063,positive,186.0,178.37381814604964,0.08733575992295264,0.4118026443082876,mid_disk
NGC4013,13.47,4414.309099999999,positive,185.0,172.65772760001215,0.14807805410507943,0.4343760077394389,mid_disk
NGC4013,14.17,4335.404700000006,positive,180.0,167.52490949109625,0.15447950179420575,0.4569493711705901,mid_disk
NGC4013,14.98,274.5254999999961,positive,163.0,162.15571066108035,0.01044042542093762,0.48306997742663654,mid_disk
NGC4013,15.68,1353.0439000000006,positive,162.0,157.76867908428466,0.05435885606660166,0.5056433408577877,mid_disk
NGC4013,16.37,3290.5314000000035,positive,164.0,153.6407127033717,0.13939699549112122,0.527894227668494,mid_disk
NGC4013,17.19,5304.748299999999,positive,166.0,149.16853455068866,0.23840224233318075,0.5543373105449855,mid_disk
NGC4013,17.88,6339.932500000003,positive,166.0,145.65736335661165,0.2988269385926494,0.5765881973556917,mid_disk
NGC4013,18.58,7281.661400000001,positive,166.0,142.38798615051763,0.3591565448157209,0.5991615607868429,mid_disk
NGC4013,19.39,8239.2493,positive,166.0,138.98471390768125,0.4265339149404665,0.6252821670428894,outer_disk
NGC4013,20.09,9666.2199,positive,168.0,136.22694337024524,0.5208715615721731,0.6478555304740405,outer_disk
NGC4013,20.79,11736.4974,positive,172.0,133.59454554733887,0.6575988620391068,0.6704288939051918,outer_disk
NGC4013,21.48,12710.534200000002,positive,173.0,131.21915180338576,0.7381920286997931,0.6926797807158981,outer_disk
NGC4013,22.3,12678.9899,positive,171.0,128.69347341648682,0.7655465624912281,0.7191228635923895,outer_disk
NGC4013,22.99,12835.8432,positive,170.0,126.74445471104444,0.7990362245468123,0.7413737504030957,outer_disk
NGC4013,23.69,13969.995899999998,positive,172.0,124.9560086590477,0.8947093782305331,0.7639471138342471,outer_disk
NGC4013,24.39,14676.7375,positive,173.0,123.50005060727707,0.9622662539410137,0.7865204772653982,outer_disk
NGC4013,25.2,16141.8674,positive,176.0,121.79545393814992,1.0881571464448148,0.8126410835214446,edge
NGC4013,25.9,17260.8422,positive,178.0,120.09645207082514,1.1967450151588856,0.8352144469525958,edge
NGC4013,26.59,18368.563,positive,180.0,118.45436674095218,1.3091006288236908,0.8574653337633021,edge
NGC4013,27.41,18815.0375,positive,180.0,116.55454731583836,1.3849900211355015,0.8839084166397936,edge
NGC4013,28.1,19181.5518,positive,180.0,114.97151038409471,1.451119791807332,0.9061593034504999,edge
NGC4013,28.8,19522.715900000003,positive,180.0,113.47812167990796,1.516058490935989,0.928732666881651,edge
NGC4013,29.61,19176.413,positive,178.0,111.83732382348929,1.5331824595743364,0.9548532731376974,edge
NGC4013,30.31,18050.8074,positive,174.0,110.56759290135604,1.4765254005078008,0.9774266365688487,edge
NGC4013,31.01,17019.595800000003,positive,170.0,108.99726693821272,1.4325771677027626,1.0,edge
NGC4051,1.74,-13920.0,negative,121.0,169.0,-0.48737789293091976,0.14273995077932733,core
NGC4051,3.5,-5792.787600000003,negative,116.0,138.74,-0.3009429851052023,0.2871205906480722,inner_disk
NGC4051,5.24,-3316.678500000005,negative,140.0,151.38255678908322,-0.14472771435878037,0.42986054142739955,mid_disk
NGC4051,6.98,-7562.233800000002,negative,160.0,182.1050076192305,-0.2280375274358027,0.5726004922067269,mid_disk
NGC4051,8.72,-13196.906899999994,negative,161.0,197.78247369269096,-0.3373622963451554,0.7153404429860543,outer_disk
NGC4051,10.47,-10456.547299999998,negative,154.0,184.85818158794052,-0.30599262057353277,0.8589007383100903,edge
NGC4051,12.19,-6714.152999999998,negative,153.0,173.56022873919014,-0.22289011379386472,1.0,edge
NGC4068,0.21,-25.7296,negative,4.68,6.901594018775662,-0.540174672489083,0.09012875536480686,core
NGC4068,0.64,-123.36010000000002,negative,13.1,17.174693592608865,-0.4182122187977697,0.27467811158798283,inner_disk
NGC4068,1.06,-14.000899999999888,negative,22.5,22.809009184968996,-0.02691182273783647,0.4549356223175966,mid_disk
