galaxy,radial_bin,n_points,mean_W,mean_abs_W,max_abs_W,frac_W_neg,frac_W_gt_1
NGC3949,mid_disk,1,-0.4290572001826551,0.4290572001826551,0.4290572001826551,1.0,0.0
NGC3949,outer_disk,2,-0.2738023088253484,0.2738023088253484,0.3248559112848891,1.0,0.0
NGC3949,edge,2,0.006408569640254373,0.08095183702682693,0.08736040666708131,0.5,0.0
NGC3953,core,0,,,,,
NGC3953,inner_disk,2,-0.1769677902419175,0.1769677902419175,0.21370406506238004,1.0,0.0
NGC3953,mid_disk,2,-0.1394754589578991,0.1394754589578991,0.16778236500557725,1.0,0.0
NGC3953,outer_disk,2,-0.17699853187584286,0.17699853187584286,0.18551171830081278,1.0,0.0
NGC3953,edge,2,-0.08141537083661196,0.08141537083661196,0.10117721494271392,1.0,0.0
NGC3972,core,2,0.04264390170879215,0.3673753580588789,0.410019259767671,0.5,0.0
NGC3972,inner_disk,1,0.436563016028136,0.436563016028136,0.436563016028136,0.0,0.0
NGC3972,mid_disk,2,0.4772829499523443,0.4772829499523443,0.502246715492747,0.0,0.0
NGC3972,outer_disk,2,0.28646318197057163,0.28646318197057163,0.30568980239477433,0.0,0.0
NGC3972,edge,3,0.7084613113765545,0.7084613113765545,0.9013506514794396,0.0,0.0
NGC3992,core,1,0.2928621052478922,0.2928621052478922,0.2928621052478922,0.0,0.0
NGC3992,inner_disk,2,0.18770035259141202,0.18770035259141202,0.2304869548674105,0.0,0.0
NGC3992,mid_disk,2,0.42144952004780833,0.42144952004780833,0.5296072160660131,0.0,0.0
NGC3992,outer_disk,2,0.7053824380587614,0.7053824380587614,0.8489331837826636,0.0,0.0
NGC3992,edge,2,1.165987905368171,1.165987905368171,1.2587330015452716,0.0,1.0
NGC4010,core,2,0.08439073008444464,0.35560926991555514,0.4399999999999998,0.5,0.0
NGC4010,inner_disk,2,-0.30800736474797824,0.30800736474797824,0.3946672302941097,1.0,0.0
NGC4010,mid_disk,3,0.0796969635053557,0.14783784005710363,0.27349777937134845,0.3333333333333333,0.0
NGC4010,outer_disk,2,0.5135006801144923,0.5135006801144923,0.5186034396764873,0.0,0.0
NGC4010,edge,3,0.5516262971841663,0.5516262971841663,0.6043354913858966,0.0,0.0
NGC4013,core,2,-0.19610881665294805,0.19610881665294805,0.2336275886296544,1.0,0.0
NGC4013,inner_disk,8,-0.17767040693185415,0.18014085979574468,0.26403616264575547,0.875,0.0
NGC4013,mid_disk,9,0.16560836872693882,0.16560836872693882,0.3591565448157209,0.0,0.0
NGC4013,outer_disk,8,0.7205943483076408,0.7205943483076408,0.9622662539410137,0.0,0.0
NGC4013,edge,9,1.3764951246767905,1.3764951246767905,1.5331824595743364,0.0,1.0
NGC4051,core,1,-0.48737789293091976,0.48737789293091976,0.48737789293091976,1.0,0.0
NGC4051,inner_disk,1,-0.3009429851052023,0.3009429851052023,0.3009429851052023,1.0,0.0
NGC4051,mid_disk,2,-0.18638262089729152,0.18638262089729152,0.2280375274358027,1.0,0.0
NGC4051,outer_disk,1,-0.3373622963451554,0.3373622963451554,0.3373622963451554,1.0,0.0
NGC4051,edge,2,-0.26444136718369876,0.26444136718369876,0.30599262057353277,1.0,0.0
NGC4068,core,1,-0.540174672489083,0.540174672489083,0.540174672489083,1.0,0.0
NGC4068,inner_disk,1,-0.4182122187977697,0.4182122187977697,0.4182122187977697,1.0,0.0
NGC4068,mid_disk,1,-0.02691182273783647,0.02691182273783647,0.02691182273783647,1.0,0.0
NGC4068,outer_disk,1,0.3165805149047013,0.3165805149047013,0.3165805149047013,0.0,0.0
NGC4068,edge,2,0.7133998528864648,0.7133998528864648,0.9385474249631502,0.0,0.0
NGC4085,core,1,-0.8018435435916609,0.8018435435916609,0.8018435435916609,1.0,0.0
NGC4085,inner_disk,1,-0.621276813273382,0.621276813273382,0.621276813273382,1.0,0.0
NGC4085,mid_disk,2,-0.3354229293976139,0.3354229293976139,0.38835296090998095,1.0,0.0
NGC4085,outer_disk,1,-0.31462530788633086,0.31462530788633086,0.31462530788633086,1.0,0.0
NGC4085,edge,2,-0.15351694107455582,0.15351694107455582,0.2322731117161717,1.0,0.0
NGC4088,core,2,-0.5237391962222278,0.5237391962222278,0.6166338430238179,1.0,0.0
NGC4088,inner_disk,2,-0.5486858179398004,0.5486858179398004,0.550141699193858,1.0,0.0
NGC4088,mid_disk,3,-0.428133046270259,0.42813304627025905,0.45787961690550216,1.0,0.0
NGC4088,outer_disk,2,-0.2748977253907638,0.2748977253907638,0.3145118107533297,1.0,0.0
NGC4088,edge,3,0.0021232170080386545,0.11536869762986425,0.17531046775539846,0.3333333333333333,0.0
NGC4100,core,3,0.10022705338090421,0.16516361436527374,0.204338439771273,0.3333333333333333,0.0
NGC4100,inner_disk,5,-0.0443575414589918,0.059915822814104694,0.13142166479137418,0.6,0.0
NGC4100,mid_disk,5,0.3075949429492684,0.3075949429492684,0.42131007213739363,0.0,0.0
NGC4100,outer_disk,5,0.5840005488338708,0.5840005488338709,0.7660345460637124,0.0,0.0
NGC4100,edge,6,0.7944979474876263,0.7944979474876263,0.9379356206150481,0.0,0.0
NGC4138,core,1,-0.3963559102207667,0.3963559102207667,0.3963559102207667,1.0,0.0
NGC4138,inner_disk,1,-0.021725783925475098,0.021725783925475098,0.021725783925475098,1.0,0.0
NGC4138,mid_disk,2,0.2638540851623401,0.2638540851623401,0.324163379156766,0.0,0.0
NGC4138,outer_disk,1,0.36765476129214,0.36765476129214,0.36765476129214,0.0,0.0
NGC4138,edge,2,0.8622330307078323,0.8622330307078323,1.0386709235565275,0.0,0.5
NGC4157,core,3,-0.48431876331909746,0.48431876331909746,0.5758545986975261,1.0,0.0
NGC4157,inner_disk,3,-0.3523245898655724,0.3523245898655724,0.3778401979568625,1.0,0.0
NGC4157,mid_disk,4,-0.09131679877985115,0.11132394173511145,0.2299229402018267,0.75,0.0
NGC4157,outer_disk,3,0.28880263688965324,0.2888026368896533,0.41774024813946375,0.0,0.0
NGC4157,edge,4,0.7428982337181331,0.7428982337181332,0.93256248530709,0.0,0.0
NGC4183,core,4,0.7323410417917152,0.7323410417917152,0.9678345358767041,0.0,0.0
NGC4183,inner_disk,5,0.8446059712958988,0.8446059712958988,1.0286756343198444,0.0,0.2
NGC4183,mid_disk,5,0.7992981453945898,0.7992981453945898,1.0115384693875469,0.0,0.2
NGC4183,outer_disk,4,1.2992385697922821,1.2992385697922821,1.563147755971525,0.0,1.0
NGC4183,edge,5,1.9917349721538322,1.9917349721538322,2.4172417065451914,0.0,1.0
NGC4214,core,3,0.8298585951260975,0.8298585951260975,1.871872395537362,0.0,0.3333333333333333
NGC4214,inner_disk,2,0.6197947520057713,0.6197947520057713,0.8299232250072389,0.0,0.0
NGC4214,mid_disk,3,1.8039456405046772,1.8039456405046772,2.2645893103693027,0.0,1.0
NGC4214,outer_disk,3,3.2087541993185886,3.2087541993185886,3.650023579844354,0.0,1.0
NGC4214,edge,3,4.519970466984369,4.519970466984369,4.865156015248197,0.0,1.0
NGC4217,core,3,-0.8010239743398307,0.8010239743398307,0.9050161210777817,1.0,0.0
NGC4217,inner_disk,4,-0.5449584278248014,0.5449584278248014,0.6628718055914368,1.0,0.0
NGC4217,mid_disk,4,-0.250684569074216,0.250684569074216,0.3647183729074529,1.0,0.0
NGC4217,outer_disk,4,0.04537061712909983,0.06032392419516233,0.11403456985426719,0.25,0.0
NGC4217,edge,4,0.23078157435164995,0.23078157435164995,0.3418235079940265,0.0,0.0
NGC4389,core,1,-0.9007266922280105,0.9007266922280105,0.9007266922280105,1.0,0.0
NGC4389,inner_disk,1,-0.7984030792256681,0.7984030792256681,0.7984030792256681,1.0,0.0
NGC4389,mid_disk,1,-0.727366930143344,0.727366930143344,0.727366930143344,1.0,0.0
NGC4389,outer_disk,1,-0.661784885378632,0.661784885378632,0.661784885378632,1.0,0.0
NGC4389,edge,2,-0.5068474985258371,0.5068474985258371,0.6141800102856692,1.0,0.0
NGC4559,core,6,-0.28391824812110206,0.28391824812110206,0.45017472867273284,1.0,0.0
NGC4559,inner_disk,6,-0.10872823899464655,0.11909999495223776,0.21790570752761043,0.8333333333333334,0.0
NGC4559,mid_disk,7,0.3116448426332011,0.3116448426332011,0.5863092769986207,0.0,0.0
NGC4559,outer_disk,6,0.8230934494203144,0.8230934494203144,0.9313730520263184,0.0,0.0
NGC4559,edge,7,0.9998075184547028,0.9998075184547027,1.0488706506622005,0.0,0.5714285714285714
NGC5005,core,4,-0.4091093330567088,0.4091093330567088,0.46635870226580445,1.0,0.0
NGC5005,inner_disk,5,-0.3773578726684168,0.37735787266841675,0.42616350128390756,1.0,0.0
NGC5005,mid_disk,3,-0.31388014574885825,0.31388014574885825,0.33568124298195157,1.0,0.0
NGC5005,outer_disk,3,-0.24097482641750836,0.24097482641750836,0.2633681440820709,1.0,0.0
NGC5005,edge,3,-0.1349532516262594,0.1349532516262594,0.1948290250869435,1.0,0.0
NGC5033,core,6,-0.3157460443303745,0.31574604433037456,0.5097385025291211,1.0,0.0
NGC5033,inner_disk,4,0.35591256033741103,0.35591256033741103,0.5863514363671282,0.0,0.0
NGC5033,mid_disk,4,0.9050045937510011,0.9050045937510012,1.0716712642534738,0.0,0.25
NGC5033,outer_disk,4,1.2237276344460897,1.2237276344460897,1.2391942708619914,0.0,1.0
NGC5033,edge,4,1.6787585657942616,1.6787585657942616,1.9839985485786318,0.0,1.0
NGC5055,core,12,-0.4985438939166107,0.49854389391661064,0.6151385920782976,1.0,0.0
NGC5055,inner_disk,4,-0.13916985697226686,0.16216105060858743,0.3088955177296385,0.75,0.0
NGC5055,mid_disk,4,0.29494238525533917,0.29494238525533917,0.4406694782888887,0.0,0.0
NGC5055,outer_disk,4,0.7177168027785872,0.7177168027785873,0.8738175550967041,0.0,0.0
NGC5055,edge,4,1.0717576027444011,1.0717576027444011,1.1605057733499158,0.0,0.75
NGC5371,core,6,-0.20105092813273154,0.20105092813273154,0.2369666765611086,1.0,0.0
NGC5371,inner_disk,3,-0.3456591009098624,0.3456591009098624,0.38030355331045346,1.0,0.0
NGC5371,mid_disk,3,-0.31034875662230754,0.31034875662230754,0.34559568261390844,1.0,0.0
NGC5371,outer_disk,3,-0.20828629254294673,0.20828629254294673,0.21971364269786675,1.0,0.0
NGC5371,edge,4,0.08918522432191814,0.12438030062995364,0.2745715318316971,0.25,0.0
NGC5585,core,11,-0.24233939215444986,0.2423393921544499,0.3973543910252621,1.0,0.0
NGC5585,inner_disk,3,0.4830947580911196,0.4830947580911196,0.6064125475492932,0.0,0.0
NGC5585,mid_disk,3,1.0284339497611794,1.0284339497611794,1.3801196083867255,0.0,0.6666666666666666
NGC5585,outer_disk,3,1.9313960029974198,1.9313960029974198,2.1335548460608544,0.0,1.0
NGC5585,edge,4,2.385464480009082,2.385464480009082,2.5184380388356082,0.0,1.0
NGC5907,core,2,0.2783894323788212,0.2783894323788212,0.4316921961817843,0.0,0.0
NGC5907,inner_disk,5,0.08265269256228967,0.08265269256228967,0.1845682388631321,0.0,0.0
NGC5907,mid_disk,3,0.3484059868807006,0.3484059868807006,0.5146810243828118,0.0,0.0
NGC5907,outer_disk,5,0.6349266069168612,0.6349266069168612,0.9080056353205154,0.0,0.0
NGC5907,edge,4,1.189329307432476,1.189329307432476,1.302192784334822,0.0,1.0
NGC5985,core,5,1.1900950571862425,1.1900950571862425,1.3831883697056402,0.0,0.8
NGC5985,inner_disk,9,1.0221299989018229,1.0221299989018227,1.3013102180003686,0.0,0.5555555555555556
NGC5985,mid_disk,9,0.6706962940058179,0.6706962940058179,0.783501912773613,0.0,0.0
NGC5985,outer_disk,7,0.9172939234570493,0.9172939234570493,1.0572780646946023,0.0,0.14285714285714285
NGC5985,edge,3,1.1829652858200077,1.1829652858200077,1.2533469005207143,0.0,1.0
NGC6015,core,17,0.14513071004864866,0.1833422078057688,0.43042208626717454,0.23529411764705882,0.0
NGC6015,inner_disk,5,0.18413824039157442,0.18413824039157442,0.390620056317826,0.0,0.0
NGC6015,mid_disk,7,0.8622646739587376,0.8622646739587377,1.263065624424297,0.0,0.2857142857142857
NGC6015,outer_disk,7,1.7875295342032882,1.7875295342032882,2.018177679094182,0.0,1.0
NGC6015,edge,8,2.242519630387284,2.242519630387284,2.790114442053145,0.0,1.0
NGC6195,core,6,-0.32398849096036103,0.32398849096036103,0.48007169913981235,1.0,0.0
NGC6195,inner_disk,8,-0.30648294708272794,0.30648294708272794,0.38950149714330584,1.0,0.0
NGC6195,mid_disk,4,-0.2636083038720396,0.2636083038720396,0.28298292260092717,1.0,0.0
NGC6195,outer_disk,2,-0.1566595379383936,0.1566595379383936,0.21860914702726036,1.0,0.0
NGC6195,edge,3,0.09630300198684472,0.09630300198684472,0.1829485692897179,0.0,0.0
NGC6503,core,6,-0.112742172742747,0.22552445010344738,0.40804224993258525,0.6666666666666666,0.0
NGC6503,inner_disk,6,0.5822531504822824,0.5822531504822824,0.9152391750681825,0.0,0.0
NGC6503,mid_disk,6,1.4053231819183907,1.4053231819183907,1.6750357221439443,0.0,1.0
NGC6503,outer_disk,6,2.1078460080177606,2.1078460080177606,2.410653074945523,0.0,1.0
NGC6503,edge,7,2.9834050544505617,2.9834050544505617,3.4479810785108276,0.0,1.0
NGC6674,core,3,0.25362495850986205,0.28481810242022765,0.41271573282368035,0.3333333333333333,0.0
NGC6674,inner_disk,3,0.5224951755698085,0.5224951755698085,0.6209653325309731,0.0,0.0
NGC6674,mid_disk,3,0.9637571456624219,0.9637571456624219,1.1146943597443093,0.0,0.3333333333333333
NGC6674,outer_disk,3,1.649703891533946,1.649703891533946,1.9957515920979232,0.0,1.0
NGC6674,edge,3,2.57983337214784,2.57983337214784,2.857500745001403,0.0,1.0
NGC6789,core,1,1.9316707230473231,1.9316707230473231,1.9316707230473231,0.0,1.0
NGC6789,inner_disk,0,,,,,
NGC6789,mid_disk,1,1.500685303183722,1.500685303183722,1.500685303183722,0.0,1.0
NGC6789,outer_disk,1,3.0392102825219145,3.0392102825219145,3.0392102825219145,0.0,1.0
NGC6789,edge,1,5.104953061864493,5.104953061864493,5.104953061864493,0.0,1.0
NGC6946,core,11,-0.41572124687064016,0.41572124687064016,0.5741071598892309,1.0,0.0
NGC6946,inner_disk,12,-0.2688142631270345,0.2688142631270345,0.32430718501542993,1.0,0.0
NGC6946,mid_disk,11,-0.0956904025486352,0.1059676909912823,0.1620614858669879,0.8181818181818182,0.0
NGC6946,outer_disk,12,0.14658330529097377,0.14658330529097377,0.22615913760364548,0.0,0.0
NGC6946,edge,12,0.35891723195987085,0.35891723195987096,0.4769195179764665,0.0,0.0
NGC7331,core,8,-0.5620374317793368,0.5620374317793368,0.5927543646349394,1.0,0.0
NGC7331,inner_disk,7,-0.3609578925148223,0.36095789251482235,0.47676466256898575,1.0,0.0
NGC7331,mid_disk,7,-0.16079144000912285,0.16079144000912285,0.24445596656653906,1.0,0.0
NGC7331,outer_disk,7,0.1429022684895736,0.1429022684895736,0.305202605770361,0.0,0.0
NGC7331,edge,7,0.5103973777264912,0.5103973777264912,0.6720113035567931,0.0,0.0
NGC7793,core,23,-0.19854896684439283,0.20832852057297688,0.8883804913738513,0.8695652173913043,0.0
NGC7793,inner_disk,8,-0.07016672415470272,0.07720986868615214,0.14836577109656857,0.75,0.0
NGC7793,mid_disk,8,0.2981348697892609,0.29813486978926096,0.4994019830861529,0.0,0.0
NGC7793,outer_disk,3,0.5503378210826062,0.5503378210826062,0.586726721226376,0.0,0.0
NGC7793,edge,4,0.574862777804336,0.574862777804336,0.6433758448703287,0.0,0.0
NGC7814,core,3,-0.35163689736967974,0.35163689736967974,0.4184391224715168,1.0,0.0
NGC7814,inner_disk,4,-0.002799678462790278,0.12988941219739997,0.19556452591026668,0.5,0.0
NGC7814,mid_disk,3,0.4132699298236093,0.4132699298236093,0.5043401488317819,0.0,0.0
NGC7814,outer_disk,4,0.7932968925688039,0.7932968925688039,1.0080195731133492,0.0,0.25
NGC7814,edge,4,1.3750432834612183,1.3750432834612183,1.598541527997118,0.0,1.0
PGC51017,core,1,1.958640285662791,1.958640285662791,1.958640285662791,0.0,1.0
PGC51017,inner_disk,1,-0.22451717132156773,0.22451717132156773,0.22451717132156773,1.0,0.0
PGC51017,mid_disk,1,-0.33066418403796966,0.33066418403796966,0.33066418403796966,1.0,0.0
PGC51017,outer_disk,1,-0.28451645344943866,0.28451645344943866,0.28451645344943866,1.0,0.0
PGC51017,edge,2,-0.2167663253494242,0.2167663253494242,0.24658953481839496,1.0,0.0
UGC00128,core,4,1.9155743126152505,1.9155743126152505,3.1911217639448406,0.0,0.75
UGC00128,inner_disk,5,2.9366867374690946,2.9366867374690946,3.1797959746296303,0.0,1.0
UGC00128,mid_disk,4,3.1637988504547656,3.1637988504547656,3.330331111737127,0.0,1.0
UGC00128,outer_disk,4,3.9086786337659283,3.908678633765928,4.382345759407426,0.0,1.0
UGC00128,edge,5,5.689707770977594,5.689707770977593,6.359475578232442,0.0,1.0
UGC00191,core,5,0.9976322442512398,0.99763224425124,1.5322389626502841,0.0,0.6
UGC00191,inner_disk,1,2.033707234890095,2.033707234890095,2.033707234890095,0.0,1.0
UGC00191,mid_disk,1,1.5537650416497872,1.5537650416497872,1.5537650416497872,0.0,1.0
UGC00191,outer_disk,1,1.6611156251697161,1.6611156251697161,1.6611156251697161,0.0,1.0
UGC00191,edge,1,2.2592323296566565,2.2592323296566565,2.2592323296566565,0.0,1.0
UGC00634,core,0,,,,,
UGC00634,inner_disk,1,1.136946933722597,1.136946933722597,1.136946933722597,0.0,1.0
UGC00634,mid_disk,1,2.4845557826481555,2.4845557826481555,2.4845557826481555,0.0,1.0
UGC00634,outer_disk,1,3.386369837088706,3.386369837088706,3.386369837088706,0.0,1.0
UGC00634,edge,1,4.4632471967071075,4.4632471967071075,4.4632471967071075,0.0,1.0
UGC00731,core,2,12.245922350331188,12.245922350331188,13.179089985176171,0.0,1.0
UGC00731,inner_disk,2,9.207928799843453,9.207928799843453,10.983350796158586,0.0,1.0
UGC00731,mid_disk,3,6.1702635628536475,6.1702635628536475,6.856960076426707,0.0,1.0
UGC00731,outer_disk,2,3.284575018183532,3.284575018183532,3.5720491356772404,0.0,1.0
UGC00731,edge,3,2.7981386170425075,2.7981386170425075,2.902480740587652,0.0,1.0
UGC00891,core,0,,,,,
UGC00891,inner_disk,1,0.3519646865357729,0.3519646865357729,0.3519646865357729,0.0,0.0
UGC00891,mid_disk,1,1.620334409272595,1.620334409272595,1.620334409272595,0.0,1.0
UGC00891,outer_disk,1,2.3127666281035055,2.3127666281035055,2.3127666281035055,0.0,1.0
UGC00891,edge,2,4.083157996209187,4.083157996209187,4.683357263013311,0.0,1.0
UGC01230,core,5,1.6794399695139606,1.733096829721339,2.817470810111973,0.2,0.6
UGC01230,inner_disk,2,2.199829372421148,2.199829372421148,2.274920974373474,0.0,1.0
UGC01230,mid_disk,1,2.4284344185388385,2.4284344185388385,2.4284344185388385,0.0,1.0
UGC01230,outer_disk,1,2.034105325313057,2.034105325313057,2.034105325313057,0.0,1.0
UGC01230,edge,2,2.825429203303617,2.825429203303617,3.1728417894313,0.0,1.0
UGC01281,core,6,0.28462235074465275,0.791516743052236,1.0387940939413172,0.3333333333333333,0.16666666666666666
UGC01281,inner_disk,7,1.4718631304071634,1.4718631304071634,1.9331826298114079,0.0,0.7142857142857143
UGC01281,mid_disk,6,2.442569127387151,2.442569127387151,2.767126897133221,0.0,1.0
UGC01281,outer_disk,3,3.219790671731492,3.219790671731492,3.3130950556246677,0.0,1.0
UGC01281,edge,3,3.4424262078778742,3.442426207877874,3.5939967337725522,0.0,1.0
UGC02023,core,0,,,,,
UGC02023,inner_disk,2,-0.2472031323374959,0.2472031323374959,0.2605214586936647,1.0,0.0
UGC02023,mid_disk,0,,,,,
UGC02023,outer_disk,1,-0.0050950035186486855,0.0050950035186486855,0.0050950035186486855,1.0,0.0
UGC02023,edge,2,0.7353121031889809,0.7353121031889809,1.0155617475360605,0.0,0.5
UGC02259,core,1,4.071409936754215,4.071409936754215,4.071409936754215,0.0,1.0
UGC02259,inner_disk,2,2.6251802537861373,2.6251802537861373,2.7061548206603496,0.0,1.0
UGC02259,mid_disk,1,2.1956758550706663,2.1956758550706663,2.1956758550706663,0.0,1.0
UGC02259,outer_disk,2,2.5385607567687583,2.5385607567687583,2.6186698902641776,0.0,1.0
UGC02259,edge,2,3.203291841899063,3.203291841899063,3.535834859324442,0.0,1.0
UGC02455,core,1,-0.8317697281521087,0.8317697281521087,0.8317697281521087,1.0,0.0
UGC02455,inner_disk,2,-0.8680403971175761,0.8680403971175761,0.871815712762359,1.0,0.0
UGC02455,mid_disk,1,-0.820218142254467,0.820218142254467,0.820218142254467,1.0,0.0
UGC02455,outer_disk,2,-0.712197855029666,0.712197855029666,0.7458874273374605,1.0,0.0
UGC02455,edge,2,-0.38520835497750117,0.38520835497750117,0.49389342836337835,1.0,0.0
UGC02487,core,4,0.2980744451507043,0.29807444515070425,0.3050679130606838,0.0,0.0
UGC02487,inner_disk,3,0.6013594906308196,0.6013594906308196,0.8206776390914386,0.0,0.0
UGC02487,mid_disk,3,1.1620344977602493,1.162034497760249,1.2549063461959356,0.0,1.0
UGC02487,outer_disk,3,1.5354632362080392,1.5354632362080392,1.7089843016598554,0.0,1.0
UGC02487,edge,4,2.359132491620329,2.359132491620329,2.791412265390489,0.0,1.0
UGC02885,core,4,-0.048325160970647894,0.13566321920889138,0.176572300896609,0.75,0.0
UGC02885,inner_disk,3,0.2167465380268813,0.2167465380268813,0.25936726441217434,0.0,0.0
UGC02885,mid_disk,4,0.48007540929445114,0.48007540929445114,0.6266992593453602,0.0,0.0
UGC02885,outer_disk,4,1.017507327451626,1.0175073274516262,1.1606905072844567,0.0,0.5
UGC02885,edge,4,1.4703690084769114,1.4703690084769114,1.637164899369638,0.0,1.0
UGC02916,core,22,-0.2415281750137053,0.3514411726411306,1.173651653970156,0.9090909090909091,0.045454545454545456
UGC02916,inner_disk,13,0.04474429695170656,0.06864461346045306,0.1426833433191397,0.23076923076923078,0.0
UGC02916,mid_disk,3,0.36108981224729586,0.36108981224729586,0.46850333244149356,0.0,0.0
UGC02916,outer_disk,2,0.4814989356871733,0.4814989356871733,0.5136864335190939,0.0,0.0
UGC02916,edge,3,0.5175943856219605,0.5175943856219605,0.6096774786801265,0.0,0.0
UGC02953,core,76,-0.1157531751763947,0.3395844009139021,7.0513854656807835,0.9473684210526315,0.02631578947368421
UGC02953,inner_disk,10,0.24497905832675304,0.25144798052571854,0.5485594091293338,0.2,0.0
UGC02953,mid_disk,11,0.8555070888941294,0.8555070888941295,1.1392862854013803,0.0,0.2727272727272727
UGC02953,outer_disk,10,1.4798754855050444,1.4798754855050444,1.7189824754218723,0.0,1.0
UGC02953,edge,8,2.244034594642475,2.244034594642475,2.8713842876417175,0.0,1.0
UGC03205,core,23,0.04949375805235282,0.15399505903162175,0.35070426041749286,0.34782608695652173,0.0
UGC03205,inner_disk,12,0.08898647342057675,0.15829935837233722,0.33795032163417915,0.5,0.0
UGC03205,mid_disk,7,0.4475504715698523,0.4475504715698523,0.6516965967877743,0.0,0.0
UGC03205,outer_disk,4,1.03125246208528,1.03125246208528,1.2862973200566215,0.0,0.5
UGC03205,edge,2,2.1655293200287384,2.1655293200287384,2.3513870615520176,0.0,1.0
UGC03546,core,16,-0.48429285327842664,0.48429285327842664,0.5665952392967099,1.0,0.0
UGC03546,inner_disk,4,-0.13598805776262624,0.14232292675209252,0.30475332964945034,0.75,0.0
UGC03546,mid_disk,4,0.17935743956586708,0.17935743956586708,0.26282002787210396,0.0,0.0
UGC03546,outer_disk,4,0.49753994150735237,0.4975399415073523,0.6921004440760592,0.0,0.0
UGC03546,edge,2,1.1032144676283118,1.1032144676283118,1.308715092359822,0.0,0.5
UGC03580,core,30,-0.473682306198191,0.5094415285664584,0.6963132871069702,0.9666666666666667,0.0
UGC03580,inner_disk,8,0.5058101658906512,0.5087965186650195,0.8007808647509347,0.125,0.0
UGC03580,mid_disk,3,1.1886802511135217,1.1886802511135217,1.4806909989363528,0.0,0.6666666666666666
UGC03580,outer_disk,4,2.345860680969052,2.345860680969052,2.8804065967861847,0.0,1.0
UGC03580,edge,2,3.3809789006396738,3.3809789006396738,3.5515770107233804,0.0,1.0
UGC04278,core,5,0.6675213790661554,0.6675213790661555,0.8434727182983094,0.0,0.0
UGC04278,inner_disk,5,0.7875908766251604,0.7875908766251604,1.0579081595539934,0.0,0.2
UGC04278,mid_disk,5,1.6336260379856085,1.6336260379856085,2.339594563157831,0.0,1.0
UGC04278,outer_disk,4,3.2622851485918116,3.262285148591811,3.7954324704577003,0.0,1.0
UGC04278,edge,6,2.605511494288851,2.605511494288851,3.471644248135086,0.0,1.0
UGC04305,core,4,-0.37136917349154963,0.3713691734915497,0.7645750993929823,1.0,0.0
UGC04305,inner_disk,4,0.2084733434529324,0.23764667325631567,0.4370431547791191,0.25,0.0
UGC04305,mid_disk,5,-0.08253362002966134,0.21577132426595216,0.28436847907525714,0.6,0.0
UGC04305,outer_disk,4,-0.34977064336971875,0.3497706433697187,0.43206443552780127,1.0,0.0
UGC04305,edge,5,-0.21765353523139366,0.21765353523139366,0.25590865920069983,1.0,0.0
UGC04325,core,1,2.8075324268300803,2.8075324268300803,2.8075324268300803,0.0,1.0
UGC04325,inner_disk,2,3.051681985240338,3.051681985240338,3.3551994392496995,0.0,1.0
UGC04325,mid_disk,1,2.034443642264184,2.034443642264184,2.034443642264184,0.0,1.0
UGC04325,outer_disk,2,1.6463953648436853,1.6463953648436853,1.665480929788579,0.0,1.0
UGC04325,edge,2,1.8240652803900952,1.8240652803900952,1.8641844430439445,0.0,1.0
UGC04483,core,2,0.3346187565327786,0.3346187565327786,0.49648117370622946,0.0,0.0
UGC04483,inner_disk,1,0.9690014993332281,0.9690014993332281,0.9690014993332281,0.0,0.0
UGC04483,mid_disk,1,1.3761714991234353,1.3761714991234353,1.3761714991234353,0.0,1.0
UGC04483,outer_disk,2,1.413830388197037,1.413830388197037,1.6242911446375208,0.0,1.0
UGC04483,edge,2,1.8800322301938142,1.8800322301938142,1.9018618424997031,0.0,1.0
UGC04499,core,1,-0.26445562317147586,0.26445562317147586,0.26445562317147586,1.0,0.0
UGC04499,inner_disk,2,0.8218501697722308,0.8218501697722308,1.0666611114680289,0.0,0.5
UGC04499,mid_disk,2,1.0807818131225218,1.0807818131225218,1.2033684444138344,0.0,0.5
UGC04499,outer_disk,2,1.5386087398414312,1.5386087398414312,1.6559210536206557,0.0,1.0
UGC04499,edge,2,1.5677886952040159,1.5677886952040159,1.5809138167242585,0.0,1.0
UGC05005,core,4,0.21224831465285923,0.3056640671092855,0.5383886206246733,0.25,0.0
UGC05005,inner_disk,3,1.2321466935216148,1.2321466935216148,1.559117318352445,0.0,0.6666666666666666
UGC05005,mid_disk,0,,,,,
UGC05005,outer_disk,3,3.229864184570791,3.229864184570791,3.4420039087857592,0.0,1.0
UGC05005,edge,1,3.485959647598921,3.485959647598921,3.485959647598921,0.0,1.0
UGC05253,core,56,-0.20112515217085866,0.25443847666517333,1.3846704219466166,0.9642857142857143,0.017857142857142856
UGC05253,inner_disk,6,0.32585420240856705,0.3258542024085671,0.5798263806470557,0.0,0.0
UGC05253,mid_disk,4,0.8257941509740373,0.8257941509740373,1.009838288786363,0.0,0.25
UGC05253,outer_disk,3,1.0561682025331594,1.0561682025331594,1.0750284333064408,0.0,1.0
UGC05253,edge,4,1.4808400726092543,1.480840072609254,1.8199836464209043,0.0,1.0
UGC05414,core,1,0.1462344187807338,0.1462344187807338,0.1462344187807338,0.0,0.0
UGC05414,inner_disk,1,0.22979620880977283,0.22979620880977283,0.22979620880977283,0.0,0.0
